fellow_id,first_name,last_name,state,alc_code,cohort_number,track,enrollment_date,completion_status,certification_status,geopolitical_zone
3MTT-F00838,Chinwe,Lawal,Katsina,ALC-039,4,DevOps,2024-05-16,complete,certified,North-West
3MTT-F00738,Bola,Afolabi,Ogun,ALC-029,4,Data Analysis,2024-05-16,incomplete,not certified,North-West
3MTT-F00055,Temitope,Okafor,Kano,ALC-004,4,Cloud Computing,2024-05-16,complete,certified,North-West
3MTT-F00102,Yusuf,Effiong,Edo,ALC-041,3,Data Analysis,2024-05-16,complete,certified,South-South
3MTT-F00683,Chiamaka,Olawale,Akwa Ibom,ALC-038,4,Software Development,2024-05-16,complete,certified,South-East
3MTT-F00535,Nneka,Adeyemi,Gombe,ALC-026,4,Cloud Computing,2024-05-16,incomplete,not certified,North-East
3MTT-F01109,Nneka,Adegoke,Niger,ALC-009,3,Data Analysis,2024-05-16,incomplete,not certified,North-Central
3MTT-F00836,Temitope,Effiong,Enugu,ALC-048,3,Product Management,2024-05-17,complete,certified,South-East
3MTT-F00893,Zainab,Eze,Rivers,ALC-042,3,Software Development,2024-05-17,complete,certified,South-West
3MTT-F00184,Nnamdi,Ibrahim,Ebonyi,ALC-037,4,AI/ML,2024-05-17,incomplete,not certified,South-East
3MTT-F00920,Temitope,Ojo,Benue,ALC-002,4,Product Management,2024-05-17,incomplete,not certified,North-Central
3MTT-F00277,Halima,Aliyu,Plateau,ALC-007,3,Product Management,2024-05-17,complete,certified,North-Central
3MTT-F00074,Chiamaka,Abubakar,Ogun,ALC-013,3,UI/UX Design,2024-05-17,incomplete,not certified,North-Central
3MTT-F00263,Oluwafemi,Badmus,Osun,ALC-018,4,AI/ML,2024-05-18,complete,certified,South-West
3MTT-F00306,Ifeanyi,Abubakar,Anambra,ALC-028,3,Product Management,2024-05-18,complete,certified,South-East
3MTT-F00099,Babatunde,Chukwu,Bayelsa,ALC-021,4,Cybersecurity,2024-05-18,complete,certified,South-South
3MTT-F00650,Umar,Chukwu,Delta,ALC-023,3,UI/UX Design,2024-05-19,incomplete,not certified,South-South
3MTT-F00910,Chiamaka,Anyanwu,Delta,ALC-023,3,Cloud Computing,2024-05-19,incomplete,not certified,South-South
3MTT-F01086,Chiamaka,Lawal,Cross River,ALC-010,4,Cybersecurity,2024-05-19,complete,certified,South-South
3MTT-F01112,Fatima,Ike,Ondo,ALC-042,4,Data Analysis,2024-05-19,incomplete,not certified,South-West
3MTT-F00938,Ekene,Badmus,Benue,ALC-UNKNOWN,3,Software Development,2024-05-19,incomplete,not certified,
3MTT-F00337,Zainab,Chukwu,Cross River,ALC-027,3,Cloud Computing,2024-05-20,complete,certified,South-South
3MTT-F00064,Suleiman,Okafor,Nasarawa,ALC-051,3,Cybersecurity,2024-05-20,complete,certified,North-Central
3MTT-F00245,Bola,Adeyemi,Bayelsa,ALC-021,3,DevOps,2024-05-20,incomplete,not certified,South-South
3MTT-F00162,Obinna,Ike,Niger,ALC-013,3,Cybersecurity,2024-05-20,incomplete,not certified,North-Central
3MTT-F00580,Chukwuemeka,Eze,Kano,ALC-004,4,DevOps,2024-05-20,incomplete,not certified,North-West
3MTT-F00946,Nnamdi,Nwosu,Benue,ALC-012,3,Cloud Computing,2024-05-20,incomplete,not certified,North-Central
3MTT-F00083,Bola,Chukwu,Oyo,ALC-049,3,UI/UX Design,2024-05-21,complete,certified,South-West
3MTT-F00300,Nnamdi,Chukwu,Enugu,ALC-048,3,Data Analysis,2024-05-21,complete,certified,South-East
3MTT-F00545,Halima,Nwosu,Jigawa,ALC-014,3,Software Development,2024-05-21,incomplete,not certified,North-West
3MTT-F00435,Temitope,Nwosu,Benue,ALC-017,3,Software Development,2024-05-21,complete,not certified,North-Central
3MTT-F00996,Fatima,Aliyu,Anambra,ALC-028,4,UI/UX Design,2024-05-22,complete,not certified,South-East
3MTT-F00563,Segun,Ojo,Benue,ALC-002,3,Software Development,2024-05-22,incomplete,not certified,North-Central
3MTT-F00173,Halima,Abubakar,Gombe,ALC-026,3,Software Development,2024-05-22,complete,certified,North-East
3MTT-F00833,Obinna,Hassan,Yobe,ALC-050,4,Cybersecurity,2024-05-22,incomplete,not certified,North-East
3MTT-F00527,Ekene,Garba,Plateau,ALC-007,4,Cloud Computing,2024-05-23,complete,certified,North-Central
3MTT-F00137,Chiamaka,Adeyemi,Abia,ALC-028,4,Software Development,2024-05-24,complete,certified,South-East
3MTT-F00941,Suleiman,Lawal,Sokoto,ALC-047,3,Product Management,2024-05-24,incomplete,not certified,North-West
3MTT-F00556,Nnamdi,Ibrahim,Gombe,ALC-026,3,DevOps,2024-05-24,incomplete,not certified,North-East
3MTT-F00717,Yusuf,Bello,Kebbi,ALC-024,4,Product Management,2024-05-25,complete,certified,North-West
3MTT-F01069,Fatima,Ibrahim,Imo,ALC-044,3,Cybersecurity,2024-05-25,complete,not certified,South-East
3MTT-F00541,Chinwe,Hassan,Benue,ALC-012,3,UI/UX Design,2024-05-26,complete,certified,North-Central
3MTT-F00943,Maryam,Bello,Borno,ALC-030,4,UI/UX Design,2024-05-26,complete,not certified,North-East
3MTT-F00790,Segun,Ibrahim,Rivers,ALC-037,4,AI/ML,2024-05-26,complete,certified,South-East
3MTT-F00720,Ekene,Ojo,Jigawa,ALC-014,4,Cloud Computing,2024-05-26,complete,certified,North-West
3MTT-F00718,Umar,Musa,Imo,ALC-044,3,DevOps,2024-05-26,incomplete,not certified,South-East
3MTT-F01048,Suleiman,Aliyu,Enugu,ALC-048,3,UI/UX Design,2024-05-27,complete,not certified,South-East
3MTT-F00866,Ifeanyi,Badmus,Osun,ALC-018,3,Cybersecurity,2024-05-27,complete,certified,South-West
3MTT-F00538,Zainab,Adeyemi,Edo,ALC-041,3,Cloud Computing,2024-05-27,complete,certified,South-South
3MTT-F01098,Kayode,Badmus,Cross River,ALC-010,4,Software Development,2024-05-27,complete,not certified,South-South
3MTT-F00858,Nneka,Adegoke,Kwara,ALC-026,4,Software Development,2024-05-27,complete,not certified,North-East
3MTT-F00028,Chinwe,Aliyu,Niger,ALC-045,4,Product Management,2024-05-27,complete,certified,North-Central
3MTT-F01128,Chinwe,Hassan,Kano,ALC-004,3,Product Management,2024-05-28,incomplete,not certified,North-West
3MTT-F00868,Umar,Ike,Enugu,ALC-048,4,AI/ML,2024-05-28,complete,certified,South-East
3MTT-F00319,Obinna,Ibrahim,Zamfara,ALC-003,4,UI/UX Design,2024-05-28,complete,not certified,North-West
3MTT-F00014,Bola,Effiong,Bauchi,ALC-006,3,UI/UX Design,2024-05-29,incomplete,not certified,North-East
3MTT-F00085,Nneka,Abubakar,Plateau,ALC-007,3,Software Development,2024-05-29,complete,certified,North-Central
3MTT-F00043,Halima,Ojo,Adamawa,ALC-043,3,AI/ML,2024-05-29,complete,certified,North-East
3MTT-F00223,Yusuf,Adegoke,Benue,ALC-017,4,UI/UX Design,2024-05-29,incomplete,not certified,North-Central
3MTT-F01058,Adaeze,Hassan,Plateau,ALC-007,3,Data Analysis,2024-05-30,incomplete,not certified,North-Central
3MTT-F00096,Obinna,Afolabi,Delta,ALC-023,3,DevOps,2024-05-30,complete,not certified,South-South
3MTT-F00911,Halima,Nwachukwu,Lagos,ALC-016,3,UI/UX Design,2024-05-30,complete,certified,South-West
3MTT-F01052,Grace,Olawale,Oyo,ALC-049,3,Cloud Computing,2024-05-31,incomplete,not certified,South-West
3MTT-F00317,Halima,Abubakar,Osun,ALC-018,3,Data Analysis,2024-05-31,incomplete,not certified,South-West
3MTT-F00348,Maryam,Yakubu,Gombe,ALC-026,3,Data Analysis,2024-05-31,incomplete,not certified,North-East
3MTT-F00264,Chukwuemeka,Adeyemi,Niger,ALC-013,3,UI/UX Design,2024-05-31,complete,certified,North-Central
3MTT-F00551,Halima,Musa,Osun,ALC-046,3,DevOps,2024-05-31,complete,certified,South-West
3MTT-F00291,Oluwafemi,Musa,Imo,ALC-035,3,Product Management,2024-05-31,complete,certified,South-East
3MTT-F00674,Temitope,Adegoke,Jigawa,ALC-031,4,UI/UX Design,2024-06-01,complete,certified,North-West
3MTT-F00281,Umar,Abubakar,Kaduna,ALC-015,4,Data Analysis,2024-06-01,complete,certified,North-West
3MTT-F00553,Zainab,Effiong,Oyo,ALC-049,3,Product Management,2024-06-01,incomplete,not certified,South-West
3MTT-F00711,Nnamdi,Adegoke,Cross River,ALC-027,4,Product Management,2024-06-01,complete,certified,South-South
3MTT-F00575,Chiamaka,Eze,Adamawa,ALC-043,4,AI/ML,2024-06-02,incomplete,not certified,North-East
3MTT-F00785,Segun,Adegoke,Niger,ALC-009,4,Cybersecurity,2024-06-02,complete,certified,North-Central
3MTT-F00831,Chiamaka,Effiong,Plateau,ALC-036,4,UI/UX Design,2024-06-02,complete,not certified,North-Central
3MTT-F00792,Halima,Bello,Ebonyi,ALC-037,3,Cloud Computing,2024-06-02,complete,certified,South-East
3MTT-F00114,Yusuf,Ojo,Benue,ALC-017,4,Data Analysis,2024-06-03,complete,not certified,North-Central
3MTT-F00963,Chiamaka,Garba,Abia,ALC-028,4,Data Analysis,2024-06-03,complete,certified,South-East
3MTT-F00673,Zainab,Ike,Kebbi,ALC-003,3,Software Development,2024-06-03,complete,not certified,North-West
3MTT-F01077,Segun,Adegoke,Abia,ALC-020,3,DevOps,2024-06-03,incomplete,not certified,South-West
3MTT-F00547,Dele,Aliyu,Enugu,ALC-048,4,Product Management,2024-06-03,complete,not certified,South-East
3MTT-F01057,Chinwe,Sule,Niger,ALC-045,3,DevOps,2024-06-04,complete,certified,North-Central
3MTT-F00423,Umar,Nwachukwu,Rivers,ALC-005,4,Cloud Computing,2024-06-04,complete,not certified,North-West
3MTT-F00092,Nnamdi,Sule,Taraba,ALC-031,4,Software Development,2024-06-05,complete,certified,North-West
3MTT-F01019,Nneka,Okonkwo,Delta,ALC-UNKNOWN,4,Software Development,2024-06-05,incomplete,not certified,
3MTT-F00846,Suleiman,Garba,Rivers,ALC-044,3,DevOps,2024-06-05,incomplete,not certified,South-East
3MTT-F00228,Temitope,Yakubu,Rivers,ALC-013,3,Cloud Computing,2024-06-05,complete,certified,North-Central
3MTT-F00457,Nnamdi,Olawale,Abia,ALC-016,4,Product Management,2024-06-05,complete,certified,South-West
3MTT-F00503,Suleiman,Abubakar,Taraba,ALC-042,3,UI/UX Design,2024-06-06,incomplete,not certified,South-West
3MTT-F00410,Segun,Hassan,Anambra,ALC-032,4,Software Development,2024-06-06,incomplete,not certified,South-East
3MTT-F00073,Segun,Aliyu,Ebonyi,ALC-038,4,Data Analysis,2024-06-06,incomplete,not certified,South-East
3MTT-F00172,Dele,Ike,Oyo,ALC-049,4,Product Management,2024-06-07,incomplete,not certified,South-West
3MTT-F00681,Bola,Adegoke,Rivers,ALC-030,3,Cybersecurity,2024-06-07,incomplete,not certified,North-East
3MTT-F00355,Temitope,Anyanwu,Akwa Ibom,ALC-005,4,Software Development,2024-06-07,incomplete,not certified,North-West
3MTT-F01081,Babatunde,Afolabi,Akwa Ibom,ALC-005,4,Product Management,2024-06-07,incomplete,not certified,North-West
3MTT-F00267,Halima,Lawal,Akwa Ibom,ALC-016,4,Cloud Computing,2024-06-07,complete,certified,South-West
3MTT-F01104,Chukwuemeka,Musa,Ekiti,ALC-007,4,AI/ML,2024-06-07,complete,certified,North-Central
3MTT-F00771,Nneka,Afolabi,Kwara,ALC-010,4,Cloud Computing,2024-06-08,complete,certified,South-South
3MTT-F00188,Nnamdi,Anyanwu,Katsina,ALC-039,3,Cloud Computing,2024-06-09,complete,certified,North-West
3MTT-F00024,Zainab,Hassan,Imo,ALC-044,4,DevOps,2024-06-09,complete,not certified,South-East
3MTT-F00641,Bola,Bello,Delta,ALC-023,4,Cybersecurity,2024-06-09,complete,certified,South-South
3MTT-F00407,Halima,Effiong,Plateau,ALC-036,3,Cloud Computing,2024-06-09,incomplete,not certified,North-Central
3MTT-F00473,Suleiman,Bello,Yobe,ALC-050,3,Cloud Computing,2024-06-09,incomplete,not certified,North-East
3MTT-F00786,Chukwuemeka,Lawal,Yobe,ALC-019,4,Cloud Computing,2024-06-11,incomplete,not certified,North-East
3MTT-F00152,Ifeanyi,Musa,Oyo,ALC-049,4,DevOps,2024-06-11,complete,certified,South-West
3MTT-F00506,Oluwafemi,Olawale,Enugu,ALC-048,3,AI/ML,2024-06-11,complete,certified,South-East
3MTT-F01141,Segun,Eze,Kebbi,ALC-029,3,Product Management,2024-06-11,complete,certified,North-West
3MTT-F00884,Chiamaka,Lawal,Ekiti,ALC-034,3,Cybersecurity,2024-06-11,complete,certified,North-Central
3MTT-F00362,Kayode,Afolabi,Cross River,ALC-010,3,AI/ML,2024-06-12,complete,certified,South-South
3MTT-F00654,Umar,Anyanwu,Nasarawa,ALC-051,3,Product Management,2024-06-12,complete,certified,North-Central
3MTT-F00571,Adaeze,Abubakar,Zamfara,ALC-001,4,AI/ML,2024-06-12,incomplete,not certified,North-East
3MTT-F00716,Oluwafemi,Nwachukwu,Adamawa,ALC-001,4,DevOps,2024-06-13,incomplete,not certified,North-East
3MTT-F00930,Suleiman,Adegoke,Zamfara,ALC-UNKNOWN,4,Product Management,2024-06-13,complete,certified,
3MTT-F01115,Nnamdi,Adegoke,Sokoto,ALC-054,4,Product Management,2024-06-13,complete,certified,North-West
3MTT-F00590,Zainab,Garba,Nasarawa,ALC-051,4,DevOps,2024-06-14,incomplete,not certified,North-Central
3MTT-F00750,Nnamdi,Chukwu,Gombe,ALC-026,3,Cybersecurity,2024-06-14,incomplete,not certified,North-East
3MTT-F00776,Yusuf,Adegoke,Ondo,ALC-042,4,Cybersecurity,2024-06-14,complete,certified,South-West
3MTT-F00425,Kayode,Ojo,Bauchi,ALC-006,4,Data Analysis,2024-06-14,complete,certified,North-East
3MTT-F00373,Chiamaka,Bello,Kogi,ALC-052,3,Software Development,2024-06-14,complete,not certified,North-Central
3MTT-F00758,Bola,Abubakar,Imo,ALC-044,3,UI/UX Design,2024-06-14,complete,certified,South-East
3MTT-F00830,Kayode,Okafor,Sokoto,ALC-054,3,Software Development,2024-06-15,incomplete,not certified,North-West
3MTT-F01117,Grace,Musa,Abuja,ALC-025,4,Product Management,2024-06-15,complete,certified,North-Central
3MTT-F00395,Ekene,Abubakar,Osun,ALC-046,4,DevOps,2024-06-15,complete,certified,South-West
3MTT-F00880,Temitope,Hassan,Sokoto,ALC-047,3,Cybersecurity,2024-06-15,complete,certified,North-West
3MTT-F00209,Nneka,Badmus,Rivers,ALC-016,4,Product Management,2024-06-15,complete,certified,South-West
3MTT-F00010,Dele,Chukwu,Lagos,ALC-016,3,UI/UX Design,2024-06-15,incomplete,not certified,South-West
3MTT-F00841,Amina,Garba,Kwara,ALC-006,4,Software Development,2024-06-15,incomplete,not certified,North-East
3MTT-F00688,Fatima,Lawal,Yobe,ALC-019,4,Product Management,2024-06-16,incomplete,not certified,North-East
3MTT-F00402,Segun,Bello,Oyo,ALC-049,4,Cybersecurity,2024-06-16,complete,not certified,South-West
3MTT-F00997,Kayode,Olawale,Bauchi,ALC-006,3,Data Analysis,2024-06-16,complete,certified,North-East
3MTT-F00259,Ekene,Ojo,Borno,ALC-030,4,Cybersecurity,2024-06-16,complete,certified,North-East
3MTT-F00261,Chiamaka,Okafor,Bayelsa,ALC-021,3,UI/UX Design,2024-06-16,complete,certified,South-South
3MTT-F00555,Chukwuemeka,Olawale,Bauchi,ALC-006,4,Software Development,2024-06-16,complete,not certified,North-East
3MTT-F00112,Umar,Badmus,Nasarawa,ALC-051,4,Cloud Computing,2024-06-16,complete,certified,North-Central
3MTT-F00978,Obinna,Bello,Edo,ALC-041,4,DevOps,2024-06-16,complete,certified,South-South
3MTT-F00865,Fatima,Garba,Abuja,ALC-025,4,Cybersecurity,2024-06-17,incomplete,not certified,North-Central
3MTT-F00918,Kayode,Ojo,Akwa Ibom,ALC-050,3,Cybersecurity,2024-06-17,complete,certified,North-East
3MTT-F00794,Halima,Ibrahim,Ondo,ALC-020,4,AI/ML,2024-06-17,complete,certified,South-West
3MTT-F00179,Nnamdi,Chukwu,Adamawa,ALC-043,3,DevOps,2024-06-17,complete,certified,North-East
3MTT-F00632,Nnamdi,Ojo,Abia,ALC-027,4,Cloud Computing,2024-06-18,complete,not certified,South-South
3MTT-F01144,Temitope,Afolabi,Lagos,ALC-016,4,Cloud Computing,2024-06-18,incomplete,not certified,South-West
3MTT-F00724,Nnamdi,Adeyemi,Adamawa,ALC-043,4,AI/ML,2024-06-18,complete,certified,North-East
3MTT-F00770,Chiamaka,Garba,Zamfara,ALC-037,3,Cloud Computing,2024-06-19,complete,certified,South-East
3MTT-F01108,Temitope,Effiong,Kebbi,ALC-024,3,AI/ML,2024-06-19,complete,certified,North-West
3MTT-F00076,Zainab,Ike,Akwa Ibom,ALC-045,3,AI/ML,2024-06-19,complete,certified,North-Central
3MTT-F00249,Kayode,Aliyu,Oyo,ALC-049,4,Data Analysis,2024-06-20,incomplete,not certified,South-West
3MTT-F00660,Yusuf,Okonkwo,Sokoto,ALC-054,3,Software Development,2024-06-20,complete,certified,North-West
3MTT-F00159,Halima,Lawal,Kwara,ALC-023,3,Software Development,2024-06-21,complete,certified,South-South
3MTT-F00345,Grace,Okafor,Akwa Ibom,ALC-038,3,Data Analysis,2024-06-21,incomplete,not certified,South-East
3MTT-F00171,Chiamaka,Eze,Delta,ALC-023,3,AI/ML,2024-06-21,incomplete,not certified,South-South
3MTT-F00116,Chukwuemeka,Adegoke,Bauchi,ALC-006,3,AI/ML,2024-06-21,incomplete,not certified,North-East
3MTT-F00015,Halima,Badmus,Ondo,ALC-042,3,DevOps,2024-06-22,complete,certified,South-West
3MTT-F00670,Fatima,Chukwu,Imo,ALC-035,3,Software Development,2024-06-22,incomplete,not certified,South-East
3MTT-F01073,Ekene,Ojo,Oyo,ALC-UNKNOWN,3,Data Analysis,2024-06-23,incomplete,not certified,
3MTT-F00213,Dele,Badmus,Kano,ALC-004,4,DevOps,2024-06-23,complete,certified,North-West
3MTT-F00561,Umar,Chukwu,Gombe,ALC-026,3,Product Management,2024-06-23,complete,certified,North-East
3MTT-F00476,Chukwuemeka,Okonkwo,Imo,ALC-044,4,Cloud Computing,2024-06-23,incomplete,not certified,South-East
3MTT-F00916,Adaeze,Aliyu,Bayelsa,ALC-UNKNOWN,4,Cybersecurity,2024-06-23,incomplete,not certified,
3MTT-F00491,Zainab,Okonkwo,Delta,ALC-023,4,Software Development,2024-06-24,complete,certified,South-South
3MTT-F00029,Oluwafemi,Okonkwo,Bauchi,ALC-006,4,DevOps,2024-06-24,incomplete,not certified,North-East
3MTT-F00986,Chinwe,Bello,Ondo,ALC-020,4,UI/UX Design,2024-06-25,complete,not certified,South-West
3MTT-F00106,Chiamaka,Abubakar,Niger,ALC-034,4,Data Analysis,2024-06-25,complete,not certified,North-Central
3MTT-F00631,Suleiman,Ojo,Osun,ALC-018,3,Data Analysis,2024-06-25,incomplete,not certified,South-West
3MTT-F00340,Ekene,Effiong,Ogun,ALC-001,4,AI/ML,2024-06-25,complete,not certified,North-East
3MTT-F00287,Temitope,Badmus,Imo,ALC-035,4,AI/ML,2024-06-25,complete,certified,South-East
3MTT-F00388,Oluwafemi,Afolabi,Nasarawa,ALC-051,4,AI/ML,2024-06-26,complete,not certified,North-Central
3MTT-F00258,Ifeanyi,Okafor,Lagos,ALC-016,3,Cloud Computing,2024-06-26,complete,certified,South-West
3MTT-F00610,Dele,Afolabi,Kwara,ALC-020,3,UI/UX Design,2024-06-26,complete,certified,South-West
3MTT-F00323,Yusuf,Hassan,Bauchi,ALC-006,3,Product Management,2024-06-27,incomplete,not certified,North-East
3MTT-F00593,Oluwafemi,Bello,Sokoto,ALC-UNKNOWN,4,Cybersecurity,2024-06-27,complete,certified,
3MTT-F00321,Temitope,Lawal,Ondo,ALC-020,3,Cloud Computing,2024-06-28,incomplete,not certified,South-West
3MTT-F00589,Umar,Chukwu,Yobe,ALC-019,4,Cybersecurity,2024-06-28,incomplete,not certified,North-East
3MTT-F00071,Oluwafemi,Aliyu,Edo,ALC-041,4,DevOps,2024-06-28,incomplete,not certified,South-South
3MTT-F00327,Ifeanyi,Abubakar,Jigawa,ALC-031,4,Cybersecurity,2024-06-28,incomplete,not certified,North-West
3MTT-F00745,Ifeanyi,Okafor,Nasarawa,ALC-051,4,Software Development,2024-06-29,complete,certified,North-Central
3MTT-F00583,Ekene,Ibrahim,Adamawa,ALC-001,4,Product Management,2024-06-29,complete,certified,North-East
3MTT-F01147,Zainab,Aliyu,Abuja,ALC-025,4,Cybersecurity,2024-06-29,complete,certified,North-Central
3MTT-F00680,Chiamaka,Ibrahim,Akwa Ibom,ALC-012,4,AI/ML,2024-06-29,complete,certified,North-Central
3MTT-F00046,Suleiman,Eze,Lagos,ALC-016,4,Product Management,2024-06-30,complete,certified,South-West
3MTT-F00247,Obinna,Ibrahim,Oyo,ALC-049,3,UI/UX Design,2024-06-30,incomplete,not certified,South-West
3MTT-F00987,Umar,Nwosu,Ondo,ALC-020,3,DevOps,2024-06-30,complete,certified,South-West
3MTT-F00117,Nneka,Eze,Bauchi,ALC-006,4,Cybersecurity,2024-06-30,incomplete,not certified,North-East
3MTT-F00166,Fatima,Afolabi,Niger,ALC-034,4,Software Development,2024-07-01,incomplete,not certified,North-Central
3MTT-F00876,Nnamdi,Chukwu,Edo,ALC-041,3,DevOps,2024-07-01,incomplete,not certified,South-South
3MTT-F00874,Fatima,Ibrahim,Ekiti,ALC-044,3,Product Management,2024-07-01,complete,certified,South-East
3MTT-F00280,Maryam,Ike,Niger,ALC-045,4,Data Analysis,2024-07-02,complete,not certified,North-Central
3MTT-F00057,Babatunde,Effiong,Nasarawa,ALC-051,4,Product Management,2024-07-02,complete,certified,North-Central
3MTT-F00483,Yusuf,Chukwu,Kaduna,ALC-015,4,DevOps,2024-07-02,complete,certified,North-West
3MTT-F00045,Maryam,Ojo,Enugu,ALC-048,3,Cloud Computing,2024-07-02,complete,certified,South-East
3MTT-F00093,Nneka,Anyanwu,Rivers,ALC-023,4,Product Management,2024-07-03,complete,certified,South-South
3MTT-F00896,Segun,Effiong,Oyo,ALC-049,3,Product Management,2024-07-03,complete,certified,South-West
3MTT-F00659,Babatunde,Okonkwo,Bayelsa,ALC-021,3,UI/UX Design,2024-07-03,complete,not certified,South-South
3MTT-F00625,Adaeze,Garba,Kogi,ALC-011,4,AI/ML,2024-07-03,complete,certified,North-Central
3MTT-F00127,Ekene,Eze,Jigawa,ALC-014,3,Software Development,2024-07-03,complete,certified,North-West
3MTT-F00072,Nneka,Sule,Kano,ALC-004,4,UI/UX Design,2024-07-05,complete,not certified,North-West
3MTT-F01080,Halima,Yakubu,Benue,ALC-017,4,Product Management,2024-07-05,complete,certified,North-Central
3MTT-F00560,Kayode,Adeyemi,Edo,ALC-041,3,Software Development,2024-07-05,complete,certified,South-South
3MTT-F01001,Yusuf,Olawale,Ekiti,ALC-052,4,Cloud Computing,2024-07-06,complete,certified,North-Central
3MTT-F00675,Chukwuemeka,Nwosu,Gombe,ALC-026,4,Data Analysis,2024-07-06,incomplete,not certified,North-East
3MTT-F00454,Segun,Afolabi,Ogun,ALC-050,3,Software Development,2024-07-06,incomplete,not certified,North-East
3MTT-F00540,Obinna,Hassan,Imo,ALC-044,3,DevOps,2024-07-06,incomplete,not certified,South-East
3MTT-F00210,Ifeanyi,Afolabi,Rivers,ALC-030,3,AI/ML,2024-07-07,incomplete,not certified,North-East
3MTT-F00100,Dele,Aliyu,Nasarawa,ALC-051,4,Data Analysis,2024-07-07,incomplete,not certified,North-Central
3MTT-F00461,Chinwe,Badmus,Lagos,ALC-016,4,AI/ML,2024-07-07,complete,certified,South-West
3MTT-F01035,Fatima,Okafor,Benue,ALC-002,4,UI/UX Design,2024-07-08,complete,certified,North-Central
3MTT-F00033,Umar,Ike,Kebbi,ALC-024,3,DevOps,2024-07-08,complete,certified,North-West
3MTT-F00952,Segun,Badmus,Cross River,ALC-010,4,Cloud Computing,2024-07-08,complete,not certified,South-South
3MTT-F00230,Suleiman,Lawal,Adamawa,ALC-043,4,Data Analysis,2024-07-09,incomplete,not certified,North-East
3MTT-F00260,Fatima,Olawale,Cross River,ALC-027,3,AI/ML,2024-07-09,incomplete,not certified,South-South
3MTT-F00470,Suleiman,Afolabi,Yobe,ALC-UNKNOWN,4,Cybersecurity,2024-07-09,incomplete,not certified,
3MTT-F00570,Segun,Sule,Abuja,ALC-025,3,DevOps,2024-07-09,complete,certified,North-Central
3MTT-F00899,Nneka,Lawal,Rivers,ALC-008,4,UI/UX Design,2024-07-10,complete,certified,South-West
3MTT-F00205,Dele,Lawal,Abia,ALC-046,3,Software Development,2024-07-10,incomplete,not certified,South-West
3MTT-F00455,Suleiman,Abubakar,Cross River,ALC-010,4,Data Analysis,2024-07-10,complete,certified,South-South
3MTT-F00537,Umar,Okafor,Niger,ALC-034,4,UI/UX Design,2024-07-10,incomplete,not certified,North-Central
3MTT-F00484,Bola,Chukwu,Osun,ALC-018,3,UI/UX Design,2024-07-10,complete,not certified,South-West
3MTT-F00155,Nnamdi,Nwosu,Ogun,ALC-033,3,UI/UX Design,2024-07-11,complete,not certified,North-Central
3MTT-F01046,Chiamaka,Nwachukwu,Yobe,ALC-050,4,AI/ML,2024-07-11,incomplete,not certified,North-East
3MTT-F00803,Grace,Aliyu,Jigawa,ALC-014,3,AI/ML,2024-07-12,complete,certified,North-West
3MTT-F00165,Fatima,Olawale,Anambra,ALC-UNKNOWN,3,Cybersecurity,2024-07-12,complete,certified,
3MTT-F00512,Halima,Sule,Imo,ALC-035,4,DevOps,2024-07-13,incomplete,not certified,South-East
3MTT-F00181,Fatima,Hassan,Sokoto,ALC-054,3,Software Development,2024-07-13,complete,certified,North-West
3MTT-F00471,Fatima,Afolabi,Lagos,ALC-016,3,Product Management,2024-07-13,complete,certified,South-West
3MTT-F00906,Yusuf,Abubakar,Ekiti,ALC-017,4,Cloud Computing,2024-07-14,incomplete,not certified,North-Central
3MTT-F00372,Umar,Badmus,Imo,ALC-044,3,Cybersecurity,2024-07-14,complete,certified,South-East
3MTT-F00973,Obinna,Musa,Yobe,ALC-019,4,UI/UX Design,2024-07-14,complete,certified,North-East
3MTT-F00289,Ifeanyi,Olawale,Plateau,ALC-007,3,Data Analysis,2024-07-14,complete,certified,North-Central
3MTT-F01121,Adaeze,Garba,Delta,ALC-023,3,UI/UX Design,2024-07-14,incomplete,not certified,South-South
3MTT-F00814,Kayode,Sule,Kebbi,ALC-029,4,Cloud Computing,2024-07-15,complete,certified,North-West
3MTT-F00379,Adaeze,Afolabi,Taraba,ALC-016,4,AI/ML,2024-07-16,incomplete,not certified,South-West
3MTT-F00904,Halima,Hassan,Jigawa,ALC-014,3,Cybersecurity,2024-07-16,incomplete,not certified,North-West
3MTT-F00755,Oluwafemi,Okonkwo,Bayelsa,ALC-021,3,DevOps,2024-07-16,complete,certified,South-South
3MTT-F01021,Fatima,Abubakar,Kebbi,ALC-003,4,UI/UX Design,2024-07-16,complete,certified,North-West
3MTT-F00492,Maryam,Lawal,Kogi,ALC-052,3,Cloud Computing,2024-07-16,incomplete,not certified,North-Central
3MTT-F00924,Amina,Effiong,Plateau,ALC-033,3,Software Development,2024-07-17,complete,certified,North-Central
3MTT-F00557,Umar,Garba,Anambra,ALC-032,4,Data Analysis,2024-07-17,complete,not certified,South-East
3MTT-F00415,Umar,Garba,Kogi,ALC-040,3,DevOps,2024-07-17,incomplete,not certified,North-Central
3MTT-F00808,Zainab,Ojo,Ogun,ALC-009,4,Data Analysis,2024-07-17,incomplete,not certified,North-Central
3MTT-F00012,Temitope,Okafor,Ekiti,ALC-002,3,Data Analysis,2024-07-18,incomplete,not certified,North-Central
